┌─────────┬──────┬──────┬──────┬──────┬───────┬───────────┬───────────┬─────────┬───────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬────┬────────┬─────┬─────┬─────┬───────┬───────────┬───────────┬───────────────┐
│ (index) │  c   │  h   │  l   │  o   │  bu   │  val_bu   │ total_vol │ sum_vol │    val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu │ bu-sd │ bu-sd_val │ acum_busd │ acum_busd_val │
│   16    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │ 1200  │  4464000  │   45400   │  1200   │  4464000  │ 168888000 │ 1671531120000 │ '2022-12-20T10:12:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.8 │ 1200  │  4464000  │   45400   │   168888000   │
│   17    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   45600   │   200   │  744000   │ 169632000 │ 1671531480000 │ '2022-12-20T10:18:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   45600   │   169632000   │
│   18    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   45700   │   100   │  372000   │ 170004000 │ 1671531600000 │ '2022-12-20T10:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   45700   │   170004000   │
│   19    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  700  │  2604000  │   46400   │   700   │  2604000  │ 172608000 │ 1671531720000 │ '2022-12-20T10:22:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.5 │  700  │  2604000  │   46400   │   172608000   │
│   20    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   46600   │   200   │  744000   │ 173352000 │ 1671532080000 │ '2022-12-20T10:28:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   46600   │   173352000   │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼─────┼───────┼───────────┼───────────┼───────────────┤
│ (index) │  c   │  h   │  l   │  o   │  bu   │  val_bu   │ total_vol │ sum_vol │    val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu │ bu-sd │ bu-sd_val │ acum_busd │ acum_busd_val │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼─────┼───────┼───────────┼───────────┼───────────────┤
│   21    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   46800   │   200   │  744000   │ 174096000 │ 1671532440000 │ '2022-12-20T10:34:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   46800   │   174096000   │
│   22    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   47000   │   200   │  744000   │ 174840000 │ 1671532560000 │ '2022-12-20T10:36:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   47000   │   174840000   │
│   23    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │ 5100  │ 18972000  │   52100   │  5100   │ 18972000  │ 193812000 │ 1671532680000 │ '2022-12-20T10:38:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 3.5 │ 5100  │ 18972000  │   52100   │   193812000   │
│   24    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   52200   │   100   │  372000   │ 194184000 │ 1671532800000 │ '2022-12-20T10:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   52200   │   194184000   │
│   25    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   52400   │   200   │  744000   │ 194928000 │ 1671533040000 │ '2022-12-20T10:44:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   52400   │   194928000   │
│   26    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   52500   │   100   │  372000   │ 195300000 │ 1671534240000 │ '2022-12-20T11:04:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   52500   │   195300000   │
│   27    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   52700   │   200   │  744000   │ 196044000 │ 1671534360000 │ '2022-12-20T11:06:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   52700   │   196044000   │
│   28    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   52800   │   100   │  372000   │ 196416000 │ 1671535200000 │ '2022-12-20T11:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   52800   │   196416000   │
│   29    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   52900   │   100   │  372000   │ 196788000 │ 1671541200000 │ '2022-12-20T13:00:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   52900   │   196788000   │
│   30    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  400  │  1488000  │   53300   │   400   │  1488000  │ 198276000 │ 1671541440000 │ '2022-12-20T13:04:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.3 │  400  │  1488000  │   53300   │   198276000   │
│   31    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  200  │  744000   │   53500   │   200   │  744000   │ 199020000 │ 1671541560000 │ '2022-12-20T13:06:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  200  │  744000   │   53500   │   199020000   │
│   32    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   53600   │   100   │  372000   │ 199392000 │ 1671541680000 │ '2022-12-20T13:08:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   53600   │   199392000   │
│   33    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   53700   │   100   │  372000   │ 199764000 │ 1671544080000 │ '2022-12-20T13:48:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   53700   │   199764000   │
│   34    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  400  │  1488000  │   54100   │   400   │  1488000  │ 201252000 │ 1671544560000 │ '2022-12-20T13:56:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.3 │  400  │  1488000  │   54100   │   201252000   │
│   35    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   54200   │   100   │  372000   │ 201624000 │ 1671546120000 │ '2022-12-20T14:22:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   54200   │   201624000   │
│   36    │ 3.72 │ 3.72 │ 3.72 │ 3.72 │  100  │  372000   │   54300   │   100   │  372000   │ 201996000 │ 1671547440000 │ '2022-12-20T14:44:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 1467.6 │  0  │  0  │ 0.1 │  100  │  372000   │   54300   │   201996000   │
└─────────┴──────┴──────┴──────┴──────┴───────┴───────────┴───────────┴─────────┴───────────┴───────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴────┴────────┴─────┴─────┴─────┴───────┴───────────┴───────────┴───────────────┘

