"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","rbu","rsd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-10053800,-151426199000,1751700246000,1903126445000,3719088522000,102626000,112679800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.5,0.5,0.8,1009500,-42300,-3084340000,"2023-02-16T13:28:00.000Z",1676554080000,1051800,2069700,219253000,8400,36357242000,16522551000,19606891000,227800000
-10300900,-163123245000,1770463850000,1933587095000,3768433739000,103841200,114142100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.9,0.6,1.2,1215200,-247100,-11697046000,"2023-02-16T13:30:00.000Z",1676554200000,1462300,2687000,221940000,9500,49345217000,18763604000,30460650000,120963000
-10745800,-170549322000,1792853102000,1963402424000,3820731548000,105058800,115804600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.2,0.7,1.2,1217600,-444900,-7426077000,"2023-02-16T13:32:00.000Z",1676554320000,1662500,2892000,224832000,11900,52297809000,22389252000,29815329000,93228000
-9880900,-156060401000,1824409980000,1980470381000,3869366298000,106777700,116658600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.4,1,0.7,1718900,864900,14488921000,"2023-02-16T13:34:00.000Z",1676554440000,854000,2573100,227405100,200,48634750000,31556878000,17067957000,9915000
-8357800,-126853841000,1866270614000,1993124455000,3924079436000,109058700,117416500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.8,1.3,0.5,2281000,1523100,29206560000,"2023-02-16T13:36:00.000Z",1676554560000,757900,3048700,230453800,9800,54713138000,41860634000,12654074000,198430000
-6051900,-85842175000,1927025446000,2012867621000,4004775747000,112359800,118411700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,6.7,1.9,0.8,3301100,2305900,41011666000,"2023-02-16T13:38:00.000Z",1676554680000,995200,4300400,234754200,4100,80696311000,60754832000,19743166000,198313000
-4432600,-59911947000,1972789869000,2032701816000,4070694689000,114970600,119403200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.2,1.5,0.8,2610800,1619300,25930228000,"2023-02-16T13:40:00.000Z",1676554800000,991500,3614200,238368400,11900,65918942000,45764423000,19834195000,320324000
-448500,171302000,2050919804000,2050748502000,4167020290000,119970100,120418600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,9.8,2.5,0.7,4999500,3984100,60083249000,"2023-02-16T13:42:00.000Z",1676554920000,1015400,6022400,244390800,7500,96325601000,78129935000,18046686000,148980000
2553500,39958993000,2124564144000,2084605151000,4274543089000,124727700,122174200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,6.5,2.3,1.3,4757600,3002000,39787691000,"2023-02-16T13:44:00.000Z",1676555040000,1755600,6515100,250905900,1900,107522799000,73644340000,33856649000,21810000
3868400,64291651000,2172322106000,2108030455000,4346432975000,127478600,123610200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4,1.5,0.9,2750900,1314900,24332658000,"2023-02-16T13:46:00.000Z",1676555160000,1436000,4208100,255114000,21200,71889886000,47757962000,23425304000,706620000
5297200,89542629000,2224277515000,2134734886000,4425204263000,130434200,125137000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.1,1.7,1.1,2955600,1428800,25250978000,"2023-02-16T13:48:00.000Z",1676555280000,1526800,4492400,259606400,10000,78771288000,51955409000,26704431000,111448000
5127900,87926066000,2253743088000,2165817022000,4485770093000,132073900,126946000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.3,0.9,1.2,1639700,-169300,-1616563000,"2023-02-16T13:50:00.000Z",1676555400000,1809000,3449800,263056200,1100,60565830000,29465573000,31082136000,18121000
5873400,95760772000,2284711049000,2188950277000,4539982409000,134042200,128168800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.3,1,0.9,1968300,745500,7834706000,"2023-02-16T13:52:00.000Z",1676555520000,1222800,3204800,266261000,13700,54212316000,30967961000,23133255000,111100000
5829800,95933111000,2307655029000,2211721918000,4585832271000,135469700,129639900,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0,0.7,0.9,1427500,-43600,172339000,"2023-02-16T13:54:00.000Z",1676555640000,1471100,2910400,269171400,11800,45849862000,22943980000,22771641000,134241000
4833100,78247261000,2323256189000,2245008928000,4634996173000,136384300,131551200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.9,0.5,1.3,914600,-996700,-17685850000,"2023-02-16T13:56:00.000Z",1676555760000,1911300,2832600,272004000,6700,49163902000,15601160000,33287010000,275732000
4476600,73817937000,2342739649000,2268921712000,4678943262000,137363900,132887300,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.7,0.6,0.9,979600,-356500,-4429324000,"2023-02-16T13:58:00.000Z",1676555880000,1336100,2351300,274355300,35600,43947089000,19483460000,23912784000,550845000
5380100,95748265000,2383547297000,2287799032000,4739014913000,139512100,134132000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,3.6,1.3,0.7,2148200,903500,21930328000,"2023-02-16T14:00:00.000Z",1676556000000,1244700,3413000,277768300,20100,60071651000,40807648000,18877320000,386683000
10181600,176116090000,2477994056000,2301877966000,4847595438000,145114000,134932400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,13.1,3,0.6,5601900,4801500,80367825000,"2023-02-16T14:02:00.000Z",1676556120000,800400,6408300,284176600,6000,108580525000,94446759000,14078934000,54832000
17792300,310540514000,2637816151000,2327275637000,5033024199000,154272100,136479800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,22,5.1,1,9158100,7610700,134424424000,"2023-02-16T14:04:00.000Z",1676556240000,1547400,10721500,294898100,16000,185428761000,159822095000,25397671000,208995000
22159300,379675893000,2742709897000,2363034004000,5174208918000,160588300,138429000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,11.3,3.3,1.4,6316200,4367000,69135379000,"2023-02-16T14:06:00.000Z",1676556360000,1949200,8302900,303201000,37500,141184719000,104893746000,35758367000,532606000
23077600,396792251000,2803552661000,2406760410000,5279047423000,164025000,140947400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.8,1.9,1.7,3436700,918300,17116358000,"2023-02-16T14:08:00.000Z",1676556480000,2518400,5967100,309168100,12000,104838505000,60842764000,43726406000,269335000
22586800,384330708000,2838208002000,2453877294000,5361113453000,166150900,143564100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2,1.1,1.9,2125900,-490800,-12461543000,"2023-02-16T14:10:00.000Z",1676556600000,2616700,4757900,313926000,15300,82066030000,34655341000,47116884000,293805000
22269400,379483597000,2870531471000,2491047874000,5431032922000,168166800,145897400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.8,1,1.5,2015900,-317400,-4847111000,"2023-02-16T14:12:00.000Z",1676556720000,2333300,4371400,318297400,22200,69919469000,32323469000,37170580000,425420000
21628800,369131791000,2899111828000,2529980037000,5498970341000,169667600,148038800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.7,0.9,1.5,1500800,-640600,-10351806000,"2023-02-16T14:14:00.000Z",1676556840000,2141400,3660100,321957500,17900,67937419000,28580357000,38932163000,424899000
22710400,389827233000,2949403718000,2559576485000,5579388933000,172419000,149708600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,3.4,1.6,1.2,2751400,1081600,20695442000,"2023-02-16T14:16:00.000Z",1676556960000,1669800,4441400,326398900,20200,80418592000,50291890000,29596448000,530254000
26028700,451046887000,3037020751000,2585973864000,5693445760000,177342400,151313700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,10,2.8,1,4923400,3318300,61219654000,"2023-02-16T14:18:00.000Z",1676557080000,1605100,6530100,332929000,1600,114056827000,87617033000,26397379000,42415000
29167400,504203558000,3121246182000,2617042624000,5808753040000,182054800,152887400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,8.7,2.7,1.2,4712400,3138700,53156671000,"2023-02-16T14:20:00.000Z",1676557200000,1573700,6286600,339215600,500,115307280000,84225431000,31068760000,13089000
28034200,479660920000,3163061654000,2683400734000,5917201308000,184541600,156507400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-4,1.3,2.6,2486800,-1133200,-24542638000,"2023-02-16T14:22:00.000Z",1676557320000,3620000,6113700,345329300,6900,108448268000,41815472000,66358110000,274686000
29067300,508184340000,3229591114000,2721406774000,6022253361000,187781800,158714500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.7,2.1,1.5,3240200,1033100,28523420000,"2023-02-16T14:24:00.000Z",1676557440000,2207100,5470800,350800100,23500,105052053000,66529460000,38006040000,516553000
30059600,537742084000,3308158638000,2770416554000,6150887699000,191829000,161769400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.8,2.5,1.9,4047200,992300,29557744000,"2023-02-16T14:26:00.000Z",1676557560000,3054900,7143900,357944000,41800,128634338000,78567524000,49009780000,1057034000
33438400,597579387000,3416361299000,2818781912000,6308483942000,198059000,164620600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,9.8,3.4,1.9,6230000,3378800,59837303000,"2023-02-16T14:28:00.000Z",1676557680000,2851200,9130200,367074200,49000,157596243000,108202661000,48365358000,1028224000
33539200,599473783000,3418290515000,2818816732000,6311804253000,198161300,164622100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.3,0.1,0,102300,100800,1894396000,"2023-02-16T14:30:00.000Z",1676557800000,1500,160100,367234300,56300,3320311000,1929216000,34820000,1356275000
35790500,704164542000,3607132003000,2902967461000,6825544352000,205754500,169964000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,17.1,6,3.3,7593200,2251300,104690759000,"2023-02-16T14:44:00.000Z",1676558640000,5341900,25672300,392906600,12737200,513740099000,188841488000,84150729000,240747882000
