[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T03:01:05.209] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:05.209] [INFO] default - My Object      |579000000|3485222.416  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |254.36      |0.132       |100         |100         |100.000    |348432.056  |55217.743  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:05.496] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:05.496] [INFO] default - My Object      |580000000|3485220.861  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |197.17      |0.132       |100         |100         |100.000    |348432.056  |55313.110  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:05.783] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:05.783] [INFO] default - My Object      |581000000|3485219.311  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |139.65      |0.132       |100         |100         |100.000    |348432.056  |55408.478  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:06.069] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:06.069] [INFO] default - My Object      |582000000|3485238.637  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.11        |23.5        |0.131       |100         |100         |100.000    |349650.350  |55503.845  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:06.355] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:06.356] [INFO] default - My Object      |583000000|3485257.897  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |146.31      |0.132       |100         |100         |100.000    |349650.350  |55599.213  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:06.644] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:06.644] [INFO] default - My Object      |584000000|3485214.693  |0.109    |82409.094  |0.132    |1000000|3460207.612  |1555209.953  |3676470.588  |0.12        |198.14      |0.133       |100         |100         |100.000    |346020.761  |55694.580  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:06.933] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:06.933] [INFO] default - My Object      |585000000|3485171.637  |0.109    |82409.094  |0.132    |1000000|3460207.612  |1555209.953  |3676470.588  |0.12        |171.66      |0.133       |100         |100         |100.000    |346020.761  |55789.948  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:07.220] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:07.220] [INFO] default - My Object      |586000000|3485170.185  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.119       |31.04       |0.132       |100         |100         |100.000    |348432.056  |55885.315  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:07.509] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:07.509] [INFO] default - My Object      |587000000|3485127.353  |0.109    |82409.094  |0.132    |1000000|3460207.612  |1555209.953  |3676470.588  |0.119       |154.64      |0.133       |100         |100         |100.000    |346020.761  |55980.682  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:07.796] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:07.796] [INFO] default - My Object      |588000000|3485125.980  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |142.83      |0.132       |100         |100         |100.000    |348432.056  |56076.050  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:08.083] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:08.084] [INFO] default - My Object      |589000000|3485124.612  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |141.24      |0.132       |100         |100         |100.000    |348432.056  |56171.417  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:08.370] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:08.370] [INFO] default - My Object      |590000000|3485123.249  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.11        |131.209     |0.132       |100         |100         |100.000    |348432.056  |56266.785  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:08.658] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:08.658] [INFO] default - My Object      |591000000|3485101.339  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.12        |23.55       |0.132       |100         |100         |100.000    |347222.222  |56362.152  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:08.945] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:08.945] [INFO] default - My Object      |592000000|3485100.020  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.12        |197.65      |0.132       |100         |100         |100.000    |348432.056  |56457.520  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:09.232] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:09.232] [INFO] default - My Object      |593000000|3485098.705  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.11        |32.02       |0.132       |100         |100         |100.000    |348432.056  |56552.887  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:09.519] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:09.519] [INFO] default - My Object      |594000000|3485097.395  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.12        |26.72       |0.132       |100         |100         |100.000    |348432.056  |56648.254  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:09.807] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:09.807] [INFO] default - My Object      |595000000|3485075.676  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.12        |137.4       |0.132       |100         |100         |100.000    |347222.222  |56743.622  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:10.094] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:10.094] [INFO] default - My Object      |596000000|3485074.409  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.11        |40.16       |0.132       |100         |100         |100.000    |348432.056  |56838.989  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:10.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:10.380] [INFO] default - My Object      |597000000|3485093.490  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |135.85      |0.132       |100         |100         |100.000    |349650.350  |56934.357  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:10.667] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:10.667] [INFO] default - My Object      |598000000|3485092.198  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |125.589     |0.132       |100         |100         |100.000    |348432.056  |57029.724  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:01:10.955] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:01:10.955] [INFO] default - My Object      |599000000|3485070.632  |0.109    |82409.094  |0.132    |1000000|3472222.222  |1555209.953  |3676470.588  |0.11        |136.99      |0.132       |100         |100         |100.000    |347222.222  |57125.092  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
