┌─────────┬──────┬──────┬──────┬──────┬────────┬────────────┬───────────┬─────────┬────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬───────┬─────┬──────┬─────────┬─────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd  │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│   61    │ 2870 │ 2870 │ 2870 │ 2870 │  300   │   861000   │  928600   │   300   │   861000   │ 2665082000 │ 1676642160000 │ '2023-02-17T13:56:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -300   │   -861000   │     0      │  39893000  │  -928600  │  -2665082000  │      0      │ 2665082000  │   0   │
│   62    │ 2870 │ 2870 │ 2870 │ 2870 │  3500  │  10045000  │  932100   │  3500   │  10045000  │ 2675127000 │ 1676642280000 │ '2023-02-17T13:58:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.3  │  -3500  │  -10045000  │     0      │  39893000  │  -932100  │  -2675127000  │      0      │ 2675127000  │  0.3  │
│   63    │ 2870 │ 2870 │ 2870 │ 2870 │ 10000  │  28700000  │  942100   │  10000  │  28700000  │ 2703827000 │ 1676642400000 │ '2023-02-17T14:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.7  │ -10000  │  -28700000  │     0      │  39893000  │  -942100  │  -2703827000  │      0      │ 2703827000  │  0.7  │
│   64    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  942600   │   500   │  1435000   │ 2705262000 │ 1676642640000 │ '2023-02-17T14:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -942600  │  -2705262000  │      0      │ 2705262000  │   0   │
│   65    │ 2870 │ 2870 │ 2870 │ 2870 │ 25200  │  72324000  │  967800   │  25200  │  72324000  │ 2777586000 │ 1676642760000 │ '2023-02-17T14:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 1.8  │ -25200  │  -72324000  │     0      │  39893000  │  -967800  │  -2777586000  │      0      │ 2777586000  │  1.8  │
│   66    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  967900   │   100   │   287000   │ 2777873000 │ 1676643120000 │ '2023-02-17T14:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -967900  │  -2777873000  │      0      │ 2777873000  │   0   │
│   67    │ 2870 │ 2870 │ 2870 │ 2870 │  200   │   574000   │  968100   │   200   │   574000   │ 2778447000 │ 1676643360000 │ '2023-02-17T14:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -200   │   -574000   │     0      │  39893000  │  -968100  │  -2778447000  │      0      │ 2778447000  │   0   │
│   68    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  968200   │   100   │   287000   │ 2778734000 │ 1676643480000 │ '2023-02-17T14:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -968200  │  -2778734000  │      0      │ 2778734000  │   0   │
│   69    │ 2870 │ 2870 │ 2870 │ 2870 │ 20100  │  57687000  │  988300   │  20100  │  57687000  │ 2836421000 │ 1676643960000 │ '2023-02-17T14:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 1.4  │ -20100  │  -57687000  │     0      │  39893000  │  -988300  │  -2836421000  │      0      │ 2836421000  │  1.4  │
│   70    │ 2870 │ 2870 │ 2870 │ 2870 │  7200  │  20664000  │  995500   │  7200   │  20664000  │ 2857085000 │ 1676644080000 │ '2023-02-17T14:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.5  │  -7200  │  -20664000  │     0      │  39893000  │  -995500  │  -2857085000  │      0      │ 2857085000  │  0.5  │
│   71    │ 2870 │ 2870 │ 2870 │ 2870 │  5300  │  15211000  │  1000800  │  5300   │  15211000  │ 2872296000 │ 1676645040000 │ '2023-02-17T14:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.4  │  -5300  │  -15211000  │     0      │  39893000  │ -1000800  │  -2872296000  │      0      │ 2872296000  │  0.4  │
└─────────┴──────┴──────┴──────┴──────┴────────┴────────────┴───────────┴─────────┴────────────┴────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴───────┴─────┴──────┴─────────┴─────────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┘

